CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA
2;CN;60085;A;;0;;0.92339;2.07704;0.30865;BRANCO;51
2;CN;60087;E;;0;;1.21819;0.21694;0.21795;ROSA;52
2;CN;57846;C;;0;;2.42112;0.01735;0.24;AZUL;65
2;CN;57846;C;;0;;2.42112;0.01735;0.24;AMARELO;66
2;CN;57846;C;;0;;2.42112;0.01735;0.24;BRANCO;67
2;CN;57846;C;;0;;2.42112;0.01735;0.24;ROSA;68
3;CN;60085;A;;0;;0.92339;2.07704;0.30865;AZUL;49
3;CN;60084;D;;0;;2.14163;0.62043;0.09837;AMARELO;50
3;CN;60083;C;;0;;1.38076;-1.70677;0.14199;BRANCO;51
3;CN;60089;D;;0;;0.46296;0.73577;0.00215;ROSA;52
3;CN;57854;E;;0;;2.27869;-0.02063;0.2304;AZUL;65
3;CN;57984;E;;0;;1.52456;0.18244;0.13761;AMARELO;66
3;CN;59243;E;;0;;2.65564;0.2716;0.13599;BRANCO;67
3;CN;59243;E;;0;;2.65564;0.2716;0.13599;ROSA;68
4;CN;60086;B;;0;;1.23281;0.115;0.34173;AZUL;49
4;CN;60086;B;;0;;1.23281;0.115;0.34173;AMARELO;50
4;CN;60087;E;;0;;1.21819;0.21694;0.21795;BRANCO;51
4;CN;60088;D;;0;;1.32028;0.48599;0.31036;ROSA;52
4;CN;57984;E;;0;;1.52456;0.18244;0.13761;AZUL;65
4;CN;57854;E;;0;;2.27869;-0.02063;0.2304;AMARELO;66
4;CN;57984;E;;0;;1.52456;0.18244;0.13761;BRANCO;67
4;CN;57854;E;;0;;2.27869;-0.02063;0.2304;ROSA;68
5;CN;60087;E;;0;;1.21819;0.21694;0.21795;AZUL;49
5;CN;60087;E;;0;;1.21819;0.21694;0.21795;AMARELO;50
5;CN;60086;B;;0;;1.23281;0.115;0.34173;BRANCO;51
5;CN;60083;C;;0;;1.38076;-1.70677;0.14199;ROSA;52
5;CN;59243;E;;0;;2.65564;0.2716;0.13599;AZUL;65
5;CN;59243;E;;0;;2.65564;0.2716;0.13599;AMARELO;66
5;CN;57854;E;;0;;2.27869;-0.02063;0.2304;BRANCO;67
5;CN;57984;E;;0;;1.52456;0.18244;0.13761;ROSA;68
6;CN;60088;D;;0;;1.32028;0.48599;0.31036;AZUL;49
6;CN;60089;D;;0;;0.46296;0.73577;0.00215;AMARELO;50
6;CN;60088;D;;0;;1.32028;0.48599;0.31036;BRANCO;51
6;CN;60085;A;;0;;0.92339;2.07704;0.30865;ROSA;52
6;CN;57848;D;;0;;1.20845;0.2239;0.13554;AZUL;65
6;CN;57848;D;;0;;1.20845;0.2239;0.13554;AMARELO;66
6;CN;57848;D;;0;;1.20845;0.2239;0.13554;BRANCO;67
6;CN;57848;D;;0;;1.20845;0.2239;0.13554;ROSA;68
7;CN;60089;D;;0;;0.46296;0.73577;0.00215;AZUL;49
7;CN;60088;D;;0;;1.32028;0.48599;0.31036;AMARELO;50
7;CN;60089;D;;0;;0.46296;0.73577;0.00215;BRANCO;51
7;CN;60084;D;;0;;2.14163;0.62043;0.09837;ROSA;52
7;CN;57985;A;;0;;1.39304;0.43441;0.15555;AZUL;65
7;CN;57985;A;;0;;1.39304;0.43441;0.15555;AMARELO;66
7;CN;57985;A;;0;;1.39304;0.43441;0.15555;BRANCO;67
7;CN;57985;A;;0;;1.39304;0.43441;0.15555;ROSA;68
8;CN;60090;B;;0;;0.99019;-0.04312;0.04952;AZUL;49
8;CN;60090;B;;0;;0.99019;-0.04312;0.04952;AMARELO;50
8;CN;60092;C;;0;;1.53326;0.32209;0.13856;BRANCO;51
8;CN;60090;B;;0;;0.99019;-0.04312;0.04952;ROSA;52
8;CN;57863;B;;0;;1.64269;0.30993;0.18258;AZUL;65
8;CN;57863;B;;0;;1.64269;0.30993;0.18258;AMARELO;66
8;CN;57863;B;;0;;1.64269;0.30993;0.18258;BRANCO;67
8;CN;57863;B;;0;;1.64269;0.30993;0.18258;ROSA;68
9;CN;59286;D;;0;;1.63358;2.09416;0.12732;AZUL;49
9;CN;59286;D;;0;;1.63358;2.09416;0.12732;AMARELO;50
9;CN;59286;D;;0;;1.63358;2.09416;0.12732;BRANCO;51
9;CN;59286;D;;0;;1.63358;2.09416;0.12732;ROSA;52
9;CN;59316;D;;0;;2.80825;0.50926;0.20163;AZUL;65
9;CN;58861;D;;0;;1.42367;0.52896;0.12515;AMARELO;66
9;CN;57918;B;;0;;2.73668;0.52155;0.18763;BRANCO;67
9;CN;58861;D;;0;;1.42367;0.52896;0.12515;ROSA;68
10;CN;60091;C;;0;;1.97011;1.35298;0.14727;AZUL;49
10;CN;60092;C;;0;;1.53326;0.32209;0.13856;AMARELO;50
10;CN;60091;C;;0;;1.97011;1.35298;0.14727;BRANCO;51
10;CN;60091;C;;0;;1.97011;1.35298;0.14727;ROSA;52
10;CN;57918;B;;0;;2.73668;0.52155;0.18763;AZUL;65
10;CN;59316;D;;0;;2.80825;0.50926;0.20163;AMARELO;66
10;CN;58861;D;;0;;1.42367;0.52896;0.12515;BRANCO;67
10;CN;57918;B;;0;;2.73668;0.52155;0.18763;ROSA;68
11;CN;60092;C;;0;;1.53326;0.32209;0.13856;AZUL;49
11;CN;60091;C;;0;;1.97011;1.35298;0.14727;AMARELO;50
11;CN;60090;B;;0;;0.99019;-0.04312;0.04952;BRANCO;51
11;CN;60092;C;;0;;1.53326;0.32209;0.13856;ROSA;52
11;CN;58861;D;;0;;1.42367;0.52896;0.12515;AZUL;65
11;CN;57918;B;;0;;2.73668;0.52155;0.18763;AMARELO;66
11;CN;59316;D;;0;;2.80825;0.50926;0.20163;BRANCO;67
11;CN;59316;D;;0;;2.80825;0.50926;0.20163;ROSA;68
12;CN;60126;A;;0;;1.14174;2.0854;0.11183;AZUL;49
12;CN;60126;A;;0;;1.14174;2.0854;0.11183;AMARELO;50
12;CN;60127;D;;0;;1.33828;-0.83038;0.0092;BRANCO;51
12;CN;60126;A;;0;;1.14174;2.0854;0.11183;ROSA;52
12;CN;57981;E;;0;;0.97445;0.55223;0.11771;AZUL;65
12;CN;57981;E;;0;;0.97445;0.55223;0.11771;AMARELO;66
12;CN;57981;E;;0;;0.97445;0.55223;0.11771;BRANCO;67
12;CN;57981;E;;0;;0.97445;0.55223;0.11771;ROSA;68
13;CN;60127;D;;0;;1.33828;-0.83038;0.0092;AZUL;49
13;CN;60127;D;;0;;1.33828;-0.83038;0.0092;AMARELO;50
13;CN;60126;A;;0;;1.14174;2.0854;0.11183;BRANCO;51
13;CN;60127;D;;0;;1.33828;-0.83038;0.0092;ROSA;52
13;CN;59234;E;;0;;1.38727;0.60885;0.11718;AZUL;65
13;CN;59234;E;;0;;1.38727;0.60885;0.11718;AMARELO;66
13;CN;59234;E;;0;;1.38727;0.60885;0.11718;BRANCO;67
13;CN;59234;E;;0;;1.38727;0.60885;0.11718;ROSA;68
14;CN;58443;E;;0;;0.78172;-0.79595;0.00663;AZUL;49
14;CN;58443;E;;0;;0.78172;-0.79595;0.00663;AMARELO;50
14;CN;58443;E;;0;;0.78172;-0.79595;0.00663;BRANCO;51
14;CN;58443;E;;0;;0.78172;-0.79595;0.00663;ROSA;52
14;CN;57940;D;;0;;1.63639;0.72493;0.14124;AZUL;65
14;CN;59338;A;;0;;1.49675;0.89749;0.21504;AMARELO;66
14;CN;59338;A;;0;;1.49675;0.89749;0.21504;BRANCO;67
14;CN;57940;D;;0;;1.63639;0.72493;0.14124;ROSA;68
15;CN;60128;B;;0;;1.9303;2.32807;0.17045;AZUL;49
15;CN;60128;B;;0;;1.9303;2.32807;0.17045;AMARELO;50
15;CN;60129;D;;0;;1.16625;0.4491;0.10048;BRANCO;51
15;CN;60129;D;;0;;1.16625;0.4491;0.10048;ROSA;52
15;CN;59338;A;;0;;1.49675;0.89749;0.21504;AZUL;65
15;CN;57940;D;;0;;1.63639;0.72493;0.14124;AMARELO;66
15;CN;57940;D;;0;;1.63639;0.72493;0.14124;BRANCO;67
15;CN;59338;A;;0;;1.49675;0.89749;0.21504;ROSA;68
16;CN;60129;D;;0;;1.16625;0.4491;0.10048;AZUL;49
16;CN;60129;D;;0;;1.16625;0.4491;0.10048;AMARELO;50
16;CN;60128;B;;0;;1.9303;2.32807;0.17045;BRANCO;51
16;CN;60128;B;;0;;1.9303;2.32807;0.17045;ROSA;52
16;CN;59221;C;;0;;2.06425;0.8754;0.2128;AZUL;65
16;CN;59221;C;;0;;2.06425;0.8754;0.2128;AMARELO;66
16;CN;59221;C;;0;;2.06425;0.8754;0.2128;BRANCO;67
16;CN;59221;C;;0;;2.06425;0.8754;0.2128;ROSA;68
17;CN;60130;E;;0;;3.68523;2.43214;0.04399;AZUL;49
17;CN;60131;E;;0;;0.88832;2.65902;0.3076;AMARELO;50
17;CN;60130;E;;0;;3.68523;2.43214;0.04399;BRANCO;51
17;CN;60130;E;;0;;3.68523;2.43214;0.04399;ROSA;52
17;CN;57937;D;;0;;2.12286;0.92281;0.10043;AZUL;65
17;CN;57937;D;;0;;2.12286;0.92281;0.10043;AMARELO;66
17;CN;57937;D;;0;;2.12286;0.92281;0.10043;BRANCO;67
17;CN;57937;D;;0;;2.12286;0.92281;0.10043;ROSA;68
18;CN;60131;E;;0;;0.88832;2.65902;0.3076;AZUL;49
18;CN;60130;E;;0;;3.68523;2.43214;0.04399;AMARELO;50
18;CN;60131;E;;0;;0.88832;2.65902;0.3076;BRANCO;51
18;CN;60131;E;;0;;0.88832;2.65902;0.3076;ROSA;52
18;CN;59238;C;;0;;1.99792;0.97894;0.17101;AZUL;65
18;CN;59238;C;;0;;1.99792;0.97894;0.17101;AMARELO;66
18;CN;57876;A;;0;;2.04662;0.97418;0.1045;BRANCO;67
18;CN;57876;A;;0;;2.04662;0.97418;0.1045;ROSA;68
19;CN;59275;D;;0;;2.04966;1.09094;0.16162;AZUL;49
19;CN;59275;D;;0;;2.04966;1.09094;0.16162;AMARELO;50
19;CN;59275;D;;0;;2.04966;1.09094;0.16162;BRANCO;51
19;CN;59275;D;;0;;2.04966;1.09094;0.16162;ROSA;52
19;CN;57876;A;;0;;2.04662;0.97418;0.1045;AZUL;65
19;CN;57876;A;;0;;2.04662;0.97418;0.1045;AMARELO;66
19;CN;59238;C;;0;;1.99792;0.97894;0.17101;BRANCO;67
19;CN;59238;C;;0;;1.99792;0.97894;0.17101;ROSA;68
20;CN;60132;E;;0;;0.84679;-0.83963;0.00135;AZUL;49
20;CN;60132;E;;0;;0.84679;-0.83963;0.00135;AMARELO;50
20;CN;60133;C;;0;;3.08201;1.3096;0.21834;BRANCO;51
20;CN;60132;E;;0;;0.84679;-0.83963;0.00135;ROSA;52
20;CN;58418;D;;0;;2.13023;0.85988;0.17556;AZUL;65
20;CN;58856;C;;0;;1.76668;1.12478;0.06873;AMARELO;66
20;CN;58856;C;;0;;1.76668;1.12478;0.06873;BRANCO;67
20;CN;58418;D;;0;;2.13023;0.85988;0.17556;ROSA;68
21;CN;60133;C;;0;;3.08201;1.3096;0.21834;AZUL;49
21;CN;60134;D;;0;;1.64897;0.05733;0.10661;AMARELO;50
21;CN;60132;E;;0;;0.84679;-0.83963;0.00135;BRANCO;51
21;CN;60134;D;;0;;1.64897;0.05733;0.10661;ROSA;52
21;CN;58856;C;;0;;1.76668;1.12478;0.06873;AZUL;65
21;CN;58418;D;;0;;2.13023;0.85988;0.17556;AMARELO;66
21;CN;58418;D;;0;;2.13023;0.85988;0.17556;BRANCO;67
21;CN;58856;C;;0;;1.76668;1.12478;0.06873;ROSA;68
22;CN;60134;D;;0;;1.64897;0.05733;0.10661;AZUL;49
22;CN;60133;C;;0;;3.08201;1.3096;0.21834;AMARELO;50
22;CN;60134;D;;0;;1.64897;0.05733;0.10661;BRANCO;51
22;CN;60133;C;;0;;3.08201;1.3096;0.21834;ROSA;52
22;CN;58456;B;;0;;2.81132;1.08545;0.15944;AZUL;65
22;CN;58456;B;;0;;2.81132;1.08545;0.15944;AMARELO;66
22;CN;58456;B;;0;;2.81132;1.08545;0.15944;BRANCO;67
22;CN;58456;B;;0;;2.81132;1.08545;0.15944;ROSA;68
23;CN;60135;E;;0;;1.60996;2.99298;0.27309;AZUL;49
23;CN;60135;E;;0;;1.60996;2.99298;0.27309;AMARELO;50
23;CN;60135;E;;0;;1.60996;2.99298;0.27309;BRANCO;51
23;CN;60135;E;;0;;1.60996;2.99298;0.27309;ROSA;52
23;CN;58851;D;;0;;2.1441;1.12618;0.1958;AZUL;65
23;CN;58851;D;;0;;2.1441;1.12618;0.1958;AMARELO;66
23;CN;58851;D;;0;;2.1441;1.12618;0.1958;BRANCO;67
23;CN;58851;D;;0;;2.1441;1.12618;0.1958;ROSA;68
24;CN;57978;A;;0;;2.46597;1.79362;0.14032;AZUL;49
24;CN;57978;A;;0;;2.46597;1.79362;0.14032;AMARELO;50
24;CN;57978;A;;0;;2.46597;1.79362;0.14032;BRANCO;51
24;CN;57978;A;;0;;2.46597;1.79362;0.14032;ROSA;52
24;CN;58009;B;;0;;1.03245;1.23487;0.12791;AZUL;65
24;CN;58009;B;;0;;1.03245;1.23487;0.12791;AMARELO;66
24;CN;57887;C;;0;;1.03878;1.22652;0.15841;BRANCO;67
24;CN;59231;A;;0;;1.86332;1.14879;0.1245;ROSA;68
25;CN;60136;B;;0;;2.29092;1.87019;0.18203;AZUL;49
25;CN;60138;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;50
25;CN;60137;D;;0;;2.0613;1.85241;0.15794;BRANCO;51
25;CN;60139;B;;0;;0.73207;2.33294;0.16515;ROSA;52
25;CN;59231;A;;0;;1.86332;1.14879;0.1245;AZUL;65
25;CN;57887;C;;0;;1.03878;1.22652;0.15841;AMARELO;66
25;CN;59231;A;;0;;1.86332;1.14879;0.1245;BRANCO;67
25;CN;57887;C;;0;;1.03878;1.22652;0.15841;ROSA;68
26;CN;60137;D;;0;;2.0613;1.85241;0.15794;AZUL;49
26;CN;60136;B;;0;;2.29092;1.87019;0.18203;AMARELO;50
26;CN;60136;B;;0;;2.29092;1.87019;0.18203;BRANCO;51
26;CN;60136;B;;0;;2.29092;1.87019;0.18203;ROSA;52
26;CN;57887;C;;0;;1.03878;1.22652;0.15841;AZUL;65
26;CN;59231;A;;0;;1.86332;1.14879;0.1245;AMARELO;66
26;CN;58009;B;;0;;1.03245;1.23487;0.12791;BRANCO;67
26;CN;58009;B;;0;;1.03245;1.23487;0.12791;ROSA;68
27;CN;60138;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;49
27;CN;60137;D;;0;;2.0613;1.85241;0.15794;AMARELO;50
27;CN;60138;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;51
27;CN;60137;D;;0;;2.0613;1.85241;0.15794;ROSA;52
27;CN;59288;B;;0;;1.88362;1.29849;0.14575;AZUL;65
27;CN;59288;B;;0;;1.88362;1.29849;0.14575;AMARELO;66
27;CN;59288;B;;0;;1.88362;1.29849;0.14575;BRANCO;67
27;CN;59288;B;;0;;1.88362;1.29849;0.14575;ROSA;68
28;CN;60139;B;;0;;0.73207;2.33294;0.16515;AZUL;49
28;CN;60139;B;;0;;0.73207;2.33294;0.16515;AMARELO;50
28;CN;60139;B;;0;;0.73207;2.33294;0.16515;BRANCO;51
28;CN;60138;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;52
28;CN;58007;A;;0;;1.59435;1.41579;0.12824;AZUL;65
28;CN;58380;B;;0;;2.75743;1.38316;0.18707;AMARELO;66
28;CN;58380;B;;0;;2.75743;1.38316;0.18707;BRANCO;67
28;CN;58380;B;;0;;2.75743;1.38316;0.18707;ROSA;68
29;CN;57968;D;;0;;2.79346;1.78311;0.2763;AZUL;49
29;CN;57968;D;;0;;2.79346;1.78311;0.2763;AMARELO;50
29;CN;57968;D;;0;;2.79346;1.78311;0.2763;BRANCO;51
29;CN;57968;D;;0;;2.79346;1.78311;0.2763;ROSA;52
29;CN;58380;B;;0;;2.75743;1.38316;0.18707;AZUL;65
29;CN;58007;A;;0;;1.59435;1.41579;0.12824;AMARELO;66
29;CN;58007;A;;0;;1.59435;1.41579;0.12824;BRANCO;67
29;CN;58007;A;;0;;1.59435;1.41579;0.12824;ROSA;68
30;CN;60140;D;;0;;3.44212;2.54978;0.14339;AZUL;49
30;CN;60142;B;;0;;0.82821;1.92002;0.20297;AMARELO;50
30;CN;60141;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;51
30;CN;60142;B;;0;;0.82821;1.92002;0.20297;ROSA;52
30;CN;59242;C;;0;;1.05636;1.42738;0.12618;AZUL;65
30;CN;59318;D;;0;;1.34196;1.56386;0.12914;AMARELO;66
30;CN;59318;D;;0;;1.34196;1.56386;0.12914;BRANCO;67
30;CN;59242;C;;0;;1.05636;1.42738;0.12618;ROSA;68
31;CN;60141;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;49
31;CN;60140;D;;0;;3.44212;2.54978;0.14339;AMARELO;50
31;CN;60140;D;;0;;3.44212;2.54978;0.14339;BRANCO;51
31;CN;60140;D;;0;;3.44212;2.54978;0.14339;ROSA;52
31;CN;59318;D;;0;;1.34196;1.56386;0.12914;AZUL;65
31;CN;59242;C;;0;;1.05636;1.42738;0.12618;AMARELO;66
31;CN;59242;C;;0;;1.05636;1.42738;0.12618;BRANCO;67
31;CN;59318;D;;0;;1.34196;1.56386;0.12914;ROSA;68
32;CN;60142;B;;0;;0.82821;1.92002;0.20297;AZUL;49
32;CN;60141;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;50
32;CN;60142;B;;0;;0.82821;1.92002;0.20297;BRANCO;51
32;CN;60141;E;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;52
32;CN;58849;D;;0;;2.77832;1.61434;0.18783;AZUL;65
32;CN;58849;D;;0;;2.77832;1.61434;0.18783;AMARELO;66
32;CN;58849;D;;0;;2.77832;1.61434;0.18783;BRANCO;67
32;CN;58849;D;;0;;2.77832;1.61434;0.18783;ROSA;68
33;CN;60143;C;;0;;2.48605;1.5324;0.14059;AZUL;49
33;CN;60143;C;;0;;2.48605;1.5324;0.14059;AMARELO;50
33;CN;60143;C;;0;;2.48605;1.5324;0.14059;BRANCO;51
33;CN;60143;C;;0;;2.48605;1.5324;0.14059;ROSA;52
33;CN;59327;B;;0;;1.37478;1.67301;0.20664;AZUL;65
33;CN;59327;B;;0;;1.37478;1.67301;0.20664;AMARELO;66
33;CN;59296;E;;0;;1.09269;1.72299;0.1913;BRANCO;67
33;CN;59296;E;;0;;1.09269;1.72299;0.1913;ROSA;68
34;CN;59321;C;;0;;0.58875;3.25833;0.11921;AZUL;49
34;CN;59321;C;;0;;0.58875;3.25833;0.11921;AMARELO;50
34;CN;59321;C;;0;;0.58875;3.25833;0.11921;BRANCO;51
34;CN;59321;C;;0;;0.58875;3.25833;0.11921;ROSA;52
34;CN;59296;E;;0;;1.09269;1.72299;0.1913;AZUL;65
34;CN;59296;E;;0;;1.09269;1.72299;0.1913;AMARELO;66
34;CN;59327;B;;0;;1.37478;1.67301;0.20664;BRANCO;67
34;CN;59327;B;;0;;1.37478;1.67301;0.20664;ROSA;68
35;CN;60144;A;;0;;4.39929;2.69333;0.1199;AZUL;49
35;CN;60144;A;;0;;4.39929;2.69333;0.1199;AMARELO;50
35;CN;60145;E;;0;;1.35503;2.67523;0.15573;BRANCO;51
35;CN;60144;A;;0;;4.39929;2.69333;0.1199;ROSA;52
35;CN;59252;B;;0;;1.25757;1.7774;0.13509;AZUL;65
35;CN;59249;B;;0;;1.10698;1.7492;0.20057;AMARELO;66
35;CN;59249;B;;0;;1.10698;1.7492;0.20057;BRANCO;67
35;CN;59252;B;;0;;1.25757;1.7774;0.13509;ROSA;68
36;CN;60145;E;;0;;1.35503;2.67523;0.15573;AZUL;49
36;CN;60145;E;;0;;1.35503;2.67523;0.15573;AMARELO;50
36;CN;60144;A;;0;;4.39929;2.69333;0.1199;BRANCO;51
36;CN;60145;E;;0;;1.35503;2.67523;0.15573;ROSA;52
36;CN;59249;B;;0;;1.10698;1.7492;0.20057;AZUL;65
36;CN;59252;B;;0;;1.25757;1.7774;0.13509;AMARELO;66
36;CN;59252;B;;0;;1.25757;1.7774;0.13509;BRANCO;67
36;CN;59249;B;;0;;1.10698;1.7492;0.20057;ROSA;68
37;CN;60146;D;;0;;1.46331;1.3607;0.13986;AZUL;49
37;CN;60146;D;;0;;1.46331;1.3607;0.13986;AMARELO;50
37;CN;60146;D;;0;;1.46331;1.3607;0.13986;BRANCO;51
37;CN;60146;D;;0;;1.46331;1.3607;0.13986;ROSA;52
37;CN;58393;D;;0;;1.04029;2.06537;0.11917;AZUL;65
37;CN;58393;D;;0;;1.04029;2.06537;0.11917;AMARELO;66
37;CN;58393;D;;0;;1.04029;2.06537;0.11917;BRANCO;67
37;CN;58393;D;;0;;1.04029;2.06537;0.11917;ROSA;68
38;CN;60147;D;;0;;1.0294;3.1985;0.15826;AZUL;49
38;CN;60147;D;;0;;1.0294;3.1985;0.15826;AMARELO;50
38;CN;60147;D;;0;;1.0294;3.1985;0.15826;BRANCO;51
38;CN;59311;D;;0;;1.25894;1.13884;0.21397;ROSA;52
38;CN;60096;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;65
38;CN;58004;E;;0;;1.29191;2.09072;0.27417;AMARELO;66
38;CN;58004;E;;0;;1.29191;2.09072;0.27417;BRANCO;67
38;CN;60096;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;68
39;CN;58396;B;;0;;1.84597;2.63754;0.2288;AZUL;49
39;CN;58396;B;;0;;1.84597;2.63754;0.2288;AMARELO;50
39;CN;58396;B;;0;;1.84597;2.63754;0.2288;BRANCO;51
39;CN;58396;B;;0;;1.84597;2.63754;0.2288;ROSA;52
39;CN;58004;E;;0;;1.29191;2.09072;0.27417;AZUL;65
39;CN;60096;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;66
39;CN;60096;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;67
39;CN;58004;E;;0;;1.29191;2.09072;0.27417;ROSA;68
40;CN;59311;D;;0;;1.25894;1.13884;0.21397;AZUL;49
40;CN;60148;A;;0;;0.88424;3.35507;0.18393;AMARELO;50
40;CN;59311;D;;0;;1.25894;1.13884;0.21397;BRANCO;51
40;CN;60148;A;;0;;0.88424;3.35507;0.18393;ROSA;52
40;CN;58855;C;;0;;2.21662;1.95214;0.19071;AZUL;65
40;CN;58855;C;;0;;2.21662;1.95214;0.19071;AMARELO;66
40;CN;59206;E;;0;;0.98065;2.43199;0.1551;BRANCO;67
40;CN;59206;E;;0;;0.98065;2.43199;0.1551;ROSA;68
41;CN;60148;A;;0;;0.88424;3.35507;0.18393;AZUL;49
41;CN;59311;D;;0;;1.25894;1.13884;0.21397;AMARELO;50
41;CN;60148;A;;0;;0.88424;3.35507;0.18393;BRANCO;51
41;CN;60147;D;;0;;1.0294;3.1985;0.15826;ROSA;52
41;CN;59206;E;;0;;0.98065;2.43199;0.1551;AZUL;65
41;CN;59206;E;;0;;0.98065;2.43199;0.1551;AMARELO;66
41;CN;58855;C;;0;;2.21662;1.95214;0.19071;BRANCO;67
41;CN;58855;C;;0;;2.21662;1.95214;0.19071;ROSA;68
42;CN;60149;E;;0;;1.02809;1.96311;0.14178;AZUL;49
42;CN;60149;E;;0;;1.02809;1.96311;0.14178;AMARELO;50
42;CN;60150;A;;0;;1.02838;2.49029;0.16236;BRANCO;51
42;CN;60150;A;;0;;1.02838;2.49029;0.16236;ROSA;52
42;CN;60095;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;65
42;CN;60095;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;66
42;CN;60095;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;BRANCO;67
42;CN;60095;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;68
43;CN;60150;A;;0;;1.02838;2.49029;0.16236;AZUL;49
43;CN;60150;A;;0;;1.02838;2.49029;0.16236;AMARELO;50
43;CN;60149;E;;0;;1.02809;1.96311;0.14178;BRANCO;51
43;CN;60149;E;;0;;1.02809;1.96311;0.14178;ROSA;52
43;CN;59352;D;;0;;1.34076;2.53513;0.28407;AZUL;65
43;CN;59352;D;;0;;1.34076;2.53513;0.28407;AMARELO;66
43;CN;59352;D;;0;;1.34076;2.53513;0.28407;BRANCO;67
43;CN;59352;D;;0;;1.34076;2.53513;0.28407;ROSA;68
44;CN;60151;D;;0;;3.87444;2.43913;0.19895;AZUL;49
44;CN;60152;B;;0;;2.3687;2.22199;0.14035;AMARELO;50
44;CN;60151;D;;0;;3.87444;2.43913;0.19895;BRANCO;51
44;CN;60151;D;;0;;3.87444;2.43913;0.19895;ROSA;52
44;CN;58390;B;;0;;1.4458;2.05612;0.27277;AZUL;65
44;CN;58390;B;;0;;1.4458;2.05612;0.27277;AMARELO;66
44;CN;58390;B;;0;;1.4458;2.05612;0.27277;BRANCO;67
44;CN;58390;B;;0;;1.4458;2.05612;0.27277;ROSA;68
45;CN;60152;B;;0;;2.3687;2.22199;0.14035;AZUL;49
45;CN;60151;D;;0;;3.87444;2.43913;0.19895;AMARELO;50
45;CN;60152;B;;0;;2.3687;2.22199;0.14035;BRANCO;51
45;CN;60152;B;;0;;2.3687;2.22199;0.14035;ROSA;52
45;CN;59276;D;;0;;1.55108;2.58169;0.17923;AZUL;65
45;CN;59276;D;;0;;1.55108;2.58169;0.17923;AMARELO;66
45;CN;59276;D;;0;;1.55108;2.58169;0.17923;BRANCO;67
45;CN;59276;D;;0;;1.55108;2.58169;0.17923;ROSA;68
91;LC;60123;D;21;0;;0.78056;-0.57318;0.0065;AMARELO;57
91;LC;60125;A;13;0;;0.97081;1.46053;0.24029;CINZA;58
91;LC;60125;A;13;0;;0.97081;1.46053;0.24029;AZUL;59
91;LC;60125;A;13;0;;0.97081;1.46053;0.24029;ROSA;60
91;LC;59611;C;;0;;1.75009;0.42275;0.1815;AMARELO;73
91;LC;59611;C;;0;;1.75009;0.42275;0.1815;CINZA;74
91;LC;59611;C;;0;;1.75009;0.42275;0.1815;AZUL;75
91;LC;59611;C;;0;;1.75009;0.42275;0.1815;ROSA;76
92;LC;60124;A;26;0;;1.62594;-0.1729;0.25434;AMARELO;57
92;LC;60123;D;21;0;;0.78056;-0.57318;0.0065;CINZA;58
92;LC;60124;A;26;0;;1.62594;-0.1729;0.25434;AZUL;59
92;LC;60123;D;21;0;;0.78056;-0.57318;0.0065;ROSA;60
92;LC;59660;D;;0;;1.39266;-0.38247;0.26738;AMARELO;73
92;LC;59660;D;;0;;1.39266;-0.38247;0.26738;CINZA;74
92;LC;59660;D;;0;;1.39266;-0.38247;0.26738;AZUL;75
92;LC;59660;D;;0;;1.39266;-0.38247;0.26738;ROSA;76
93;LC;60125;A;13;0;;0.97081;1.46053;0.24029;AMARELO;57
93;LC;60124;A;26;0;;1.62594;-0.1729;0.25434;CINZA;58
93;LC;60123;D;21;0;;0.78056;-0.57318;0.0065;AZUL;59
93;LC;60124;A;26;0;;1.62594;-0.1729;0.25434;ROSA;60
93;LC;59688;E;;0;;2.03539;-0.07357;0.12125;AMARELO;73
93;LC;59688;E;;0;;2.03539;-0.07357;0.12125;CINZA;74
93;LC;59688;E;;0;;2.03539;-0.07357;0.12125;AZUL;75
93;LC;59688;E;;0;;2.03539;-0.07357;0.12125;ROSA;76
